day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2026-06-13,0.09748116150335442,0.13465315321639262,-0.40824829046386296,0.0,2.0
2026-06-14,0.6374381157463,1.467780662655035,-0.06549249249382808,0.4847298980712359,2.0
2026-06-15,0.02985683157874792,0.7629046215902962,-0.2228804324825524,0.5874489877582599,5.0
2026-06-16,0.16565752759382693,0.7915999613222212,-0.12121599162308976,0.7060425087766249,6.0
2026-06-17,-0.19933985588034786,0.6255323566288529,-0.17451941290183126,0.734251077060188,8.0
2026-06-18,0.21947320162990971,0.8172168785029095,0.4381595908111497,1.4646014849850046,13.0
2026-06-19,0.4373687476540783,1.454478742341599,0.46276784825888645,1.7814196731996148,4.0
2026-06-20,-1.5675797821331554,2.0996121658316786,-0.620803685887173,0.06966576201549467,2.0
2026-06-21,-0.08292978181180156,1.0,1.0518608338260194,1.0,1.0
2026-06-22,-0.26301485346337217,0.17214178672590275,-0.5669215409177334,0.12290910928838515,2.0
2026-06-23,-0.4576525333092082,1.0,-0.653831405565149,1.0,1.0
2026-06-24,-0.005526392205083868,0.9831034129714512,0.214655055702159,0.981995694263627,13.0
2026-06-25,-0.2410212549524295,1.2067340055773557,0.5247312124139953,1.1099857102951705,10.0
2026-06-26,-0.4275742142071284,0.9838307452399354,-0.5399659618906286,0.40611976533436084,10.0
2026-06-27,-0.23720697028448043,1.0095358674438104,0.3853917086539555,0.9144385729433544,3.0
2026-06-28,1.231657322690561,1.5948047185148164,-0.010190532000425967,0.9312273721869483,2.0
2026-06-29,0.03795959733060736,0.38506000011027425,-0.38292828907619714,0.43084926772319776,6.0
2026-06-30,-0.20717577956160016,0.8732680586198279,-0.2250577926042356,1.0484702459300017,6.0
2026-07-01,0.5629455114583368,0.8878307115366654,1.0152784813342977,1.4445823218817933,9.0
2026-07-02,0.5716553541171768,1.6893593724879943,0.2497744133501584,0.6597883493036822,5.0
2026-07-03,0.22160687794507425,1.0944977789881842,-0.8014157449554882,0.2581732780943794,4.0
2026-07-04,-0.22991647171991475,1.3078421693361784,0.2430164083394527,1.2893160613025998,2.0
2026-07-05,0.6516979482564562,1.0,-0.653831405565149,1.0,1.0
2026-07-06,0.27462285134909964,1.0326762623469827,-0.18036290328803772,0.9104089874777157,3.0
2026-07-07,0.5576982265611854,0.9953504424619891,-0.39075443373527835,0.6579343163264736,5.0
2026-07-08,0.9911903325559956,1.3026900194093507,-0.03387021565485752,0.7727396771489663,3.0
2026-07-09,-0.06020118551861594,0.5544737229337132,0.7661022405628988,1.3200639230149291,9.0
2026-07-10,-0.42318101100938654,1.3060494558787592,0.2670336934905041,0.9966769122896547,4.0
2026-07-12,-0.335132731942255,1.5579802102345826,0.625787048209355,1.6440272701824237,4.0
2026-07-13,-0.25605950190720383,0.569177007596174,0.3340591070062465,1.1692394873573115,4.0
2026-07-14,-0.05425690054142479,0.7898950617977759,-0.21428282100837598,0.38497512638461323,4.0
2026-07-15,0.24361012201973664,0.6164728453396443,-0.5703977836750308,0.08711818044561702,3.0
2026-07-16,0.34925160885605677,0.7220792866003078,-0.46217313878894456,0.2762459340432649,5.0
2026-07-17,-0.1814096907081811,1.0216855166520715,-0.37848094673950905,0.38151339376420523,8.0
2026-07-18,0.7120024064090892,0.4509485614281785,0.16210179187288293,1.2977655730316557,5.0
2026-07-19,0.3689057367736812,1.460565310810361,-0.5505225005325535,0.1461008546110107,2.0
2026-07-20,0.4720144195521584,0.8507190438525145,-0.653831405565149,0.0,2.0
2026-07-22,1.184098027759945,0.2216881688081605,-0.5219784378829836,0.05934996344151065,2.0
2026-07-23,-0.25697378923247893,1.4396825926544554,0.15847774890606808,1.2189271376412805,5.0
2026-07-24,-0.23310667341505587,1.0,1.9538503442552368,1.0,1.0
2026-07-26,-0.05153434419286936,1.2126094513398498,0.09687951231888747,0.7642531294048728,3.0
2026-07-27,-0.31795316099485643,0.4945003348213733,0.5879935185443087,1.0014887834484785,4.0
2026-07-28,-0.23302368496813708,1.2060132432230137,0.5714981607806209,0.9540023060861709,5.0
2026-07-29,-0.0630276639104148,0.9561278909993166,-0.053671313796435575,0.5931278948305874,6.0
2026-07-30,1.9669249323233575,1.0,-0.8395843599714761,1.0,1.0
2026-07-31,0.15882624040836796,0.1676459639913372,-0.2590777972868371,0.23962521791435146,3.0
2026-08-02,0.0377376285556843,1.0010522075389037,-0.270094778571634,0.6129682313931577,3.0
2026-08-03,0.930931547611395,0.4351897972803666,0.3857355886865867,0.3504543957624334,2.0
2026-08-04,0.14183911587769416,0.5247680954760527,-0.09168516888493718,0.7428764561590696,3.0
2026-08-05,0.3858836021510876,1.1598250897967022,-0.4090496339997518,0.5655564357686717,5.0
2026-08-06,0.5090002517937621,0.5330340132701556,0.9189653265649117,1.358668709680557,3.0
2026-08-07,-0.8482183555277004,0.9164313612150502,-0.1628086269948551,0.879633200377585,4.0
2026-08-08,-0.6677160484935767,1.0480442656412055,0.3739015123361604,0.5901871779282837,3.0
2026-08-09,-0.42795616056139124,0.3677193329653595,0.32748360544766436,1.8610481772236975,2.0
2026-08-10,-0.16243024840649387,0.6227341857662587,-0.4587135704645759,0.3773709461933169,3.0
2026-08-13,-0.14437370963967314,0.8164428207551927,0.10141565707528774,1.4810349577318156,10.0
2026-08-14,0.0680363954200432,0.7223999785763598,-0.5270188924451416,0.11104048198028411,3.0
2026-08-15,0.28240657312042955,1.0,-0.3779644730092272,1.0,1.0
2026-08-16,-1.2415988674546388,1.0,-0.6985796132389346,1.0,1.0
2026-08-17,-0.14129222874391792,1.0,2.359494014342829,1.0,1.0
2026-08-18,-0.4644421441781057,0.9396630917089364,0.9192917359181352,1.3000748407129326,2.0
2026-08-19,-1.0912257171021222,1.0,-0.668667721700346,1.0,1.0
2026-08-20,-0.5207653700869672,0.5905632409738044,0.14024513702607644,1.143975535588898,2.0
2026-08-21,-1.1709968176116963,1.5101293727447656,-0.45843819324454993,0.2973094503534874,2.0
2026-08-23,-0.411367099026557,0.8188638812499714,1.2307945930251354,2.688221160119962,2.0
2026-08-25,0.860847857137509,1.0,-0.5039526306789697,1.0,1.0
2026-08-27,0.7261064534116379,1.0,0.2519763153394847,1.0,1.0
2026-08-28,-0.08292978181180156,1.0,-0.6700648186248576,1.0,1.0
2026-08-29,1.0594690362435633,1.0,-0.9241811986815301,1.0,1.0
2026-08-31,-0.4898822083891986,0.6574783399637274,-0.5063879691078651,0.3966294825123437,10.0
2026-09-01,-0.3701627894257803,1.5965864869602824,-0.5951712622089036,0.09276662511243239,4.0
2026-09-04,-0.14129222874391792,1.0,-0.48001167627031777,1.0,1.0
